id,section_id,override_type,value,note
257,3.10.14,force_coastal_section,,"Lower Moesia's own coast resuming past the Danube delta (book.map ""3.10"" section ""14"", no header of its own) - topostext confirms the real sequence is a clean coastal run: ""7.1 northernmost mouth of the Istros until the mouth of the Borysthenes...7.2 Axiakos river mouth / 7.3 Physke city / 7.4 Tyras river mouth / 7.5 Hermonaktos village / 7.6 Arpis city"" - matching our own item order exactly (`.02` Axiakes-Mündung, `.03` Physke, `.04` Tyras-Mündung, `.05` Dorf des Hermonax, `.06` Harpis). Found by the user pointing at Axiakes-Mündung looking disconnected in a rendered map - it was technically connected already (to Panysus-Mündung, a real but large jump across an inland digression - see _COASTLINE_HARD_BREAKS' sibling comments), but the walk continuing *past* it dead-ended at Tyras-Mündung because Physke/Hermonax/Harpis, the points that should carry it onward, were sitting in `city`."
22,3.10.17,force_island_section,,"The following five were confirmed against topostext.org/work/209's English translation, which states outright ""the Ebuda islands..."", ""the islands which are near Albion island..."", etc. - independent of our own Modern_location-based guessing. [Borysthenis + Achilles-Insel - the two islands off Lower Moesia (topostext: ""the so-called Borysthenes island...and Achilleos or Leuke island"")]"
243,3.11.03,force_coastal_section,,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Thrace's own Black Sea coast, its boundary hand-off from Lower Moesia]"
106,3.11.04,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
150,3.11.05,force_coastal_section,,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Byzantion itself - the missing hinge point between Thrace's Black Sea coast (section ""04"") and its Propontis coast (section ""06"")]"
97,3.11.06,force_coastal_section,,"The root cause behind all three Black Sea fixes above, generalized: `_COASTAL_HDR_RE` only recognizes *German* sea words (""Meer""/""Golf""/ ""Ozean""/...), but this catalogue routinely heads a Pontic-region section with the *Greek* proper noun instead (""Pontos Euxeinos"", ""Propontis"", ""Kimmerischer Bosporos"") - which never matches. Reported by the user as points ""hopping and dancing"" around the Black Sea, Bosphorus and Thrace/Bithynia - not a classification problem exactly (each point's own coordinate was always right), but a *connectivity* one: with real waypoints along the shore sitting in `city` instead of `coast`, the graph had nothing to connect but the few points that did happen to match some other keyword, forcing long, geographically senseless edges between them instead of the short, orderly hops a complete coastal walk would draw. Checked every section headed by a Greek Pontic sea-name across the whole catalogue (via a regex on the header text) and triaged each one individually - most were already fine (either already `coast`, or genuinely inland, like `5.06.09`- `11`'s ""Pontos"" *province* name, Amaseia and neighbours, nowhere near the shore) or too low-impact/uncertain to act on without further verification (single boundary-point sections). These sections had a real, topostext-confirmed gap: [Thrace's Propontis coast (topostext: ""Next, in Propontis..."") - Selymbria, Herakleia, Bisanthe, the Long Wall, Paktye]"
36,3.11.14,force_island_section,,"Sections manually verified (via the Modern_location column and known ancient geography) to be island enumerations rather than coastal walks, even though neither the section header nor the point names carry any island-specific keyword. A sea-headed section is structurally ambiguous between ""coastal points along this sea's shore"" (e.g. book.map ""3.01"" section ""14"": Hydruntum/Lupiae/Brundisium - real coastal cities, Otranto/ Lecce/Brindisi) and ""islands scattered across this sea"" (section ""79"" of that same book.map: Planasia/Pontia/.../Capreae - Pianosa/Ponza/.../Capri) - both look identical from the text alone, so this can't be a general regex rule without also breaking the former. Keyed by (book.map, section). [Kyaneen/Proikonesos/Thasos/Samothrake]"
259,3.12.04,force_coastal_section,,"The Thracian Chersonese's own coast (book.map ""3.12"", a self-contained peninsula loop distinct from mainland Thrace's - see topostext, book 3 map 11 section 9, oddly filed under Thrace's own map rather than getting its own: ""the part of Propontis on that side as far as Kallipolis...on the west...Kardia city...Mastousia promontory...on the south...the city Elaious...the protruding promontory...on the East by the Hellespont, on which are the cities: Koila, Sestos, next the above-mentioned Kallipolis"" - a closed loop back to its own start). Section ""04""'s own header is ""Hellespont"" (Greek proper noun, not `_COASTAL_HDR_RE`'s German sea words) - Koila and Sestos were sitting in `city`, the two points the user spotted ""floating in the water"" north of Kap gleich daneben, unconnected to the rest of the peninsula's own coastline."
155,3.13.03,force_coastal_section,,"Found by an independent second pass: building a standalone category guess purely from topostext's own wording (category_check.py, no access to the catalogue's category, name, or any exception list) and comparing it to the catalogue's category surfaced a few more instances of the same gap the batch above missed: [Illyria: ""west by the Ionian Sea from Dyrrachion...per the following description""...""Panyasos river outlet...Apollonia...Aoos river outlet...Aulon city and port""]"
260,3.13.05,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
172,3.13.06,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
110,3.13.12,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
230,3.13.14,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
279,3.13.15,force_coastal_section,," A seventeenth-round, catalogue-wide sweep (2026-07-30), prompted by the user pointing out a structural blind spot in every check run so far this session: crossref_topostext.py/category_check.py only ever flag a `city` point when *that point's own* topostext phrase contains a coastal keyword - Sidon, Tyros and Byblos (fixed just above) have none; their own citations are bare names. The signal that they're coastal was never in their own phrase, it was in their *section*: sitting between already-correctly-classified points (a ""-Mündung"" river mouth, a ""Kap"" cape) that do carry a keyword. That's checkable without topostext at all - a section mixing coastal-family points (`coast`/`harbor`/`river_mouth`, keyword- detected from the German name) with plain `city` points, with no sea-word header of its own, is structurally suspicious on its own: Ptolemy's sections are narratively homogeneous (a coastal run OR an inland list, established as this project's whole classification premise), so a section doing both at once is far more likely to be one coastal run some of whose points merely lack their own keyword than a genuine mix.  Found 110 such sections catalogue-wide. Checked every one's full topostext text (not just the `city` points' own phrases) before adding it - looking for either confirming coastal language (promontory/harbor/river mouth/gulf/bay, a run of real coastal place-names) or a contradiction (an inland/interior framing, the same ""in the interior of Galatian Pontos"" shape that correctly ruled out a candidate earlier this session). 109 confirmed straightforwardly - a representative sample across the whole range: Lusitania's own coast continuing past the Durius fix above (Oliosipum/Lisbon, Obila - ""LUSITANIA...the mouth of the river, which flows into the Outer Sea""); the Basque/Catalan coast (`2.06.07`/`.10`/`.14`/`.15`/`.18`/`.19`/`.20` - ""Of the Autrigones: Nerva river mouth | Flaviobriga"", ""Of the Vascones: Oiasso city | Ocasso promontory of the Pyrenees""); Dalmatia (`2.16.02`/`.03`/`.05` - ""Ortopla...mouth of the Titos river...Skardona""); Macedonia and Thessaly (`3.13.05/06/12/14/15/16` - ""In Amphaxitis: Thessalonike | Echedoros river outlet"", ""In Pieria: ...Pydna | Haliakmon river outlet...Dion colonia...Peneios river outlet""); Boiotia and the Lokrians (`3.15.03/09/11` - ""In Boiotia: Aulis | Ismenos river outlet | Salganeus | Anthedon""); Messenia (`3.16.07` - ""Kyparissia city | Kyparission promontory...Pylos | Koryphasion headland | Mothone""); Crete's south coast (`3.17.03/04/07/08` - ""Description of the south side: Lissos | Tarrha...Phoinix city | Phoinikous harbor""); Mauretania/Numidia/Africa/Cyrenaica (`4.01`-`4.04`,`4.06`-`4.08`, a dozen sections - Icosium, Rusazus, Carthage's own harbor towns, ""In the Pentapolis, Berenike or Hesperides | mouth of the Lathon river""); Anatolia's Aeolis/Lykia/ Pontus coasts (`5.01`-`5.14`, another dozen - ""Patara | Antiphellos | Andriake...Olympos city | Phaselis""); the Levant's own continuation past the Phoenicia fix (`5.16.02` - Kaisareia, Apollonia, Ioppe/Jaffa, Azotos, Askalon, Anthedon, already-`harbor` Gaza/Iamnia ports between them); the Persian Gulf coast of Babylonia/Susiane/Persis (`5.20.05`,`6.02.02`-`6.04.02` - ""this coast is described as follows: the western mouth of the Tigris river...""); and India's own Malabar/Coromandel/Ganges-delta coasts (`7.01`/`7.02`/`7.03`/`7.04`, the largest single cluster - ""(Ariake) of the Pirates. Mandagara..."", ""Maisolia. Mouth of the River Maisolos..."", ""Mouths of the Ganges...""). One candidate, `3.05.14`, was excluded: its own `city` point (""Nördlicher Endpunkt"") is ""the southern limit of Sarmatia at the *sources* of the Tanais river"" - a river-source boundary marker at the opposite end from this section's real coastal points (the Tanais' two mouths), the same shape as the Durius/Anas fixes above, not a coastal gap - left as `city`, worth a closer individual look later if it turns out to need one."
